"","date","pdiff","segmentId"
"1",2013-03-09,-0.0603459832610659,"13054410"
"2",2013-04-08,0.138603564256949,"13054410"
"3",2013-09-01,0.303884726810378,"13054410"
"4",2014-05-15,-0.0327991228354946,"13054410"
"5",2014-08-14,0.0467806961717116,"13054410"
"6",2016-04-12,0.316127775888409,"13054410"
"7",2016-08-31,-0.265417055318097,"13054410"
"8",2016-09-09,0.111056703831378,"13054410"
"9",2016-09-25,0.332961968370703,"13054410"
"10",2016-10-15,0.340613874044473,"13054410"
"11",2016-11-03,-0.0297383605659866,"13054410"
"12",2016-12-07,-0.317450013899732,"13054410"
"13",2016-12-30,-0.256234768509573,"13054410"
"14",2017-01-01,0.316127775888409,"13054410"
"15",2017-01-02,-0.155229613615812,"13054410"
"16",2017-01-04,0.129421277448426,"13054410"
"17",2017-01-09,0.147785851065473,"13054410"
"18",2017-01-15,-0.014434549218447,"13054410"
"19",2017-01-20,-0.0848320814171293,"13054410"
"20",2017-01-24,-0.155229613615812,"13054410"
"21",2017-01-26,0.0253553602851561,"13054410"
"22",2017-02-03,0.423254455321187,"13054410"
"23",2017-02-13,-0.254704387374819,"13054410"
"24",2017-02-19,-0.2087929533322,"13054410"
"25",2017-02-20,0.101874417022854,"13054410"
"26",2017-02-23,-0.015964930353201,"13054410"
"27",2017-02-25,-0.0113737869489391,"13054410"
"28",2017-02-26,-0.00831302467943113,"13054410"
"29",2017-03-04,-0.292963915743668,"13054410"
"30",2017-03-05,0.362039209931028,"13054410"
"31",2017-03-06,0.114117466100886,"13054410"
"32",2017-03-08,0.438558266668726,"13054410"
"33",2017-03-12,-0.0205560737574628,"13054410"
"34",2017-03-14,0.418663311916925,"13054410"
"35",2017-03-18,-0.111358687752865,"13054410"
"36",2017-03-19,0.00699078666810852,"13054410"
"37",2017-03-20,-0.240930957162034,"13054410"
"38",2017-03-25,-0.173594187232859,"13054410"
"39",2017-03-26,0.0926921302143305,"13054410"
"40",2017-03-27,0.0177034546113863,"13054410"
"41",2017-04-01,0.400298738299877,"13054410"
"42",2017-04-04,-0.201141047658431,"13054410"
"43",2017-04-06,-0.0389206473745104,"13054410"
"44",2017-04-08,0.0988136547533464,"13054410"
"45",2017-04-09,0.12329975290941,"13054410"
"46",2017-04-12,0.132482039717934,"13054410"
"47",2017-04-13,-0.0481029341830342,"13054410"
"48",2017-04-15,0.116157974280558,"13054410"
"49",2017-04-19,-0.0940143682256531,"13054410"
"50",2017-04-22,0.153907375604489,"13054410"
"51",2017-04-23,0.710966108654932,"13054410"
"52",2017-04-24,0.0314768848241719,"13054410"
"53",2017-04-26,-0.106257417303685,"13054410"
"54",2017-04-27,0.0207642168808942,"13054410"
"55",2017-04-28,-0.0787105568781135,"13054410"
"56",2017-04-29,-0.162881519289582,"13054410"
"57",2017-05-02,-0.0725890323390976,"13054410"
"58",2017-05-04,0.104935179292362,"13054410"
"59",2017-05-07,-0.283781628935145,"13054410"
"60",2017-05-13,0.423254455321187,"13054410"
"61",2017-05-16,0.069736413193021,"13054410"
"62",2017-05-18,-0.176654949502367,"13054410"
"63",2017-05-21,0.0819794622710528,"13054410"
"64",2017-05-22,-0.00831302467943113,"13054410"
"65",2017-05-23,-0.109318179573193,"13054410"
"66",2017-05-24,-0.0297383605659866,"13054410"
"67",2017-05-27,-0.0409611555541824,"13054410"
"68",2017-05-29,0.0620845075192512,"13054410"
"69",2017-05-31,-0.167472662693843,"13054410"
"70",2017-06-03,-0.0419814096440183,"13054410"
"71",2017-06-04,-0.211547639374758,"13054410"
"72",2017-06-07,-0.0297383605659866,"13054410"
"73",2017-06-09,0.10799594156187,"13054410"
"74",2017-06-11,0.0508617125310555,"13054410"
"75",2017-06-13,-0.0174953114879549,"13054410"
"76",2017-06-14,-0.228687908084002,"13054410"
"77",2017-06-16,0.0865706056753147,"13054410"
"78",2017-06-17,-0.0725890323390976,"13054410"
"79",2017-06-19,-0.124621990920732,"13054410"
